original_text,processed_text,sentiment,confidence
MY TWO MAIN IS HAVING ANOTHER MAIN STORY UPDATE!? AM I IN HEAVEN?🎉,my two main is having another main story update am i in heavenparty popper,NEGATIVE,0.9954373240470886
ZAYNE’S LEATHER OUTFIT?!,zaynes leather outfit,POSITIVE,0.994674801826477
My iPad better start working cause I haven’t been able to play the game and I need these two boys,my ipad better start working cause i havent been able to play the game and i need these two boys,NEGATIVE,0.994118332862854
FEAST,feast,POSITIVE,0.9996695518493652
It would of been even more cooler if the situations made Sylus actually show his horns!!,it would of been even more cooler if the situations made sylus actually show his horns,NEGATIVE,0.996768593788147
My two mains❤️😍❤️❤️😍😍❤️😍❤️❤️😍❤️😍❤️❤️😍😍😍❤️❤️,my two mainsred heartsmiling face with hearteyesred heartred heartsmiling face with hearteyessmiling face with hearteyesred heartsmiling face with hearteyesred heartred heartsmiling face with hearteyesred heartsmiling face with hearteyesred heartred heartsmiling face with hearteyessmiling face with hearteyessmiling face with hearteyesred heartred heart,POSITIVE,0.9952255487442017
Long awaited action? With Sylus and… Dawnbreak Zayne? 😮 You’ve definitely got my attention,long awaited action with sylus and dawnbreak zayne face with open mouth youve definitely got my attention,POSITIVE,0.9995664954185486
I'M FROTHING AND GAGGING I'M DYINNNGGGG GOD I LOVE IT!!!!!!,im frothing and gagging im dyinnngggg god i love it,POSITIVE,0.9865143895149231
MY BEST MEN ZAYNE AND SYLUS OMGG,my best men zayne and sylus omgg,POSITIVE,0.9975830316543579
ZAYNE DAWNBREAKER OUTFIT? SYLUS ONYCHINUS LEADER? HELP,zayne dawnbreaker outfit sylus onychinus leader help,NEGATIVE,0.6688990592956543
OMG THIS IS A MAIN STORY UPDATE??? THANK YOU!!! I WAS SO SCARED OF HAVING TO USE DIAMONDS FOR AN EVENT IM BROKE,omg this is a main story update thank you i was so scared of having to use diamonds for an event im broke,NEGATIVE,0.8275335431098938
"Yeah, we already have pending diamond for Zayne Master...😢",yeah we already have pending diamond for zayne mastercrying face,POSITIVE,0.9952298402786255
"Sylus desperately needs his own AAA game! Think Star Wars rogue smuggler vibes crossed with Gotham City (N109) vigilante. Just call it for example N109: Redemption Lost, or whatever you may. I'd buy it on preorder. He has so much charisma, the voice actor eats his role and leaves no crumbs every single time, and Sylus is already most girlies first or second main. Infold, if you ever think AAA, this is your chance...",sylus desperately needs his own aaa game think star wars rogue smuggler vibes crossed with gotham city n109 vigilante just call it for example n109 redemption lost or whatever you may id buy it on preorder he has so much charisma the voice actor eats his role and leaves no crumbs every single time and sylus is already most girlies first or second main infold if you ever think aaa this is your chance,NEGATIVE,0.9958527088165283
FINALLY MAIN STORY UPDATE!!! ALSO MY GOSH ZAYNE WITH LEATHER JACKET🧎‍♀️🧎‍♀️🧎‍♀️,finally main story update also my gosh zayne with leather jacketwoman kneelingwoman kneelingwoman kneeling,NEGATIVE,0.9394735097885132
WHATTTTTTT ZAYNE AND SYLUS?!,whattttttt zayne and sylus,NEGATIVE,0.7521538734436035
"SYLUS' DRIVING
ZAYNE AS A SPY (?)
IM SO WEAKKKKK 😭😭😭😭💕💕💓💘💗💞",sylus driving zayne as a spy im so weakkkkk loudly crying faceloudly crying faceloudly crying faceloudly crying facetwo heartstwo heartsbeating heartheart with arrowgrowing heartrevolving hearts,POSITIVE,0.773741602897644
I will miss my colonel but zayne wielding a gun and filming irl fast and furious with sylus will be enough for now 🔥🔥,i will miss my colonel but zayne wielding a gun and filming irl fast and furious with sylus will be enough for now firefire,POSITIVE,0.9890716075897217
HELP I’M CRASHING OUT,help im crashing out,NEGATIVE,0.9831364750862122
ZAYNE EVERYWHERE 🤣,zayne everywhere rolling on the floor laughing,POSITIVE,0.9740617275238037
THERE'S A CAR CHASE SCENE finally!! omg my prayers have been answered holy-,theres a car chase scene finally omg my prayers have been answered holy,NEGATIVE,0.9814552664756775
WTJ DAWNBREAKER ANS AULUS,wtj dawnbreaker ans aulus,NEGATIVE,0.9218454360961914
FINALLY,finally,POSITIVE,0.9983649849891663
OKAY INFOLD YOU COOKED WITH THIS ONE!!!!!!,okay infold you cooked with this one,POSITIVE,0.6778036952018738
INFOLD THANK YOUUUUU 😭😭😭😭😭,infold thank youuuuu loudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying face,NEGATIVE,0.9921600222587585
YIPE YIPEEE,yipe yipeee,NEGATIVE,0.9381808638572693
I CANT BELIEVE IM SEEING BOTH OF THEM IN ONE THUMBNAIL HELLLOOO????,i cant believe im seeing both of them in one thumbnail helllooo,NEGATIVE,0.9907097816467285
"OH MY GOD, COME HOME ZAYNE THE KIDS MISS YOU💔",oh my god come home zayne the kids miss youbroken heart,POSITIVE,0.9919161200523376
I THOUGHT THIS WAS AN AD HELLO?????,i thought this was an ad hello,POSITIVE,0.9951649904251099
"MY TOP TWO SYLUS ZAYNE


I THOUGHT THEY WILL KILL EACH OTHER",my top two sylus zayne i thought they will kill each other,NEGATIVE,0.9754265546798706
Zayne be like: I'm a doctor but..... I got a gun,zayne be like im a doctor but i got a gun,NEGATIVE,0.9926803708076477
Ok Zayne and Sylus look hot used guns,ok zayne and sylus look hot used guns,NEGATIVE,0.8134906888008118
FINALLY!!! ❤❤❤❤,finally red heartred heartred heartred heart,POSITIVE,0.999032735824585
ZAYNE'S LEATHER JACKET.,zaynes leather jacket,POSITIVE,0.9940623641014099
OH MY GODDDDDDD,oh my goddddddd,NEGATIVE,0.9891878962516785
OMGGG WHATTT THE F!!!! NEW MAIN STORY UPDATE!!!! AND ITS SYLUS AND ZAYNE!!!!,omggg whattt the f new main story update and its sylus and zayne,NEGATIVE,0.995667576789856
WAIT MAIN STORY UPDATE?! OMG FINALLY,wait main story update omg finally,NEGATIVE,0.9985412359237671
A MAIN STORY UPDATE WITH MY TOP 2 MEN????!!!! MY HEART CAN'T- AAAAHHHHHHH!!!!,a main story update with my top 2 men my heart cant aaaahhhhhhh,NEGATIVE,0.7802129983901978
I AM SO EXCITES I CAN'T WAIT FOR THE 19TH TO GET HERE. YES BADASS ONYCHINUS SYLUS IS BACK AND ZAYNE IS ALSO LOOKING BADASS 🖤❤️🖤❤️🩵❤️🖤❤️🩵,i am so excites i cant wait for the 19th to get here yes badass onychinus sylus is back and zayne is also looking badass black heartred heartblack heartred heartlight blue heartred heartblack heartred heartlight blue heart,POSITIVE,0.9953547716140747
"FINALLY NEW MAIN STORY CONTENT. i've been waiting, especially for sylus. this looks so action packed, curious to see what this will be about!",finally new main story content ive been waiting especially for sylus this looks so action packed curious to see what this will be about,POSITIVE,0.9978665709495544
AYO THIS IS COOOOOL,ayo this is coooool,POSITIVE,0.9915450811386108
MAIN STORY UODATE OMFGGGG ⁉️‼️⁉️‼️ ARE WE SEEING THIS GRAPHICS AND ANIMATIONNN ⁉️ ALSO WHAT IN THE 007 BGM ⁉️,main story uodate omfgggg exclamation question markdouble exclamation markexclamation question markdouble exclamation mark are we seeing this graphics and animationnn exclamation question mark also what in the 007 bgm exclamation question mark,NEGATIVE,0.9948105812072754
Omg this trailer is so cool 😍🔥,omg this trailer is so cool smiling face with hearteyesfire,POSITIVE,0.9996919631958008
HELP! SYLUS YESSSS I WAS WAITING FOR THIS ❤️,help sylus yessss i was waiting for this red heart,NEGATIVE,0.7589280009269714
the chasing scene!!!! An explosive pair!!!! Hollymolly,the chasing scene an explosive pair hollymolly,POSITIVE,0.99957674741745
YEEEEEEEEEEEEEEEEEEEEEEEEAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH ( im soooooo readyyy) letsttststts goooo and its my two mains and it action packeddddddddd,yeeeeeeeeeeeeeeeeeeeeeeeeahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh im soooooo readyyy letsttststts goooo and its my two mains and it action packeddddddddd,NEGATIVE,0.9735162258148193
FINALLY! MAIN STORY UPDATE 😍,finally main story update smiling face with hearteyes,POSITIVE,0.9996116757392883
"OMGGGGGGGGG!!!!!!!! MY BABY, AND MY CROW, LET'S FKKKKNNNNNN GOOOOOOOOO! 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉",omggggggggg my baby and my crow lets fkkkknnnnnn gooooooooo party popperparty popperparty popperparty popperparty popperparty popperparty popperparty popperparty popperparty popperparty popperparty popperparty popperparty popperparty popper,NEGATIVE,0.9965530633926392
IM SCREAMING WHATTTTTT,im screaming whatttttt,NEGATIVE,0.9975524544715881
Ugh... My 2 HUBBY LOVE U❤😊,ugh my 2 hubby love ured heartsmiling face with smiling eyes,POSITIVE,0.9995014667510986
WE ARE SOOOOOOO FED ZAYNE AND SYLUS GIRLIES ARE FEEAAASSTTINGG OH LAWWWDD I AM NOT UR STRONGEST SOLDIER I NEED THEM SOOOO BADDD,we are sooooooo fed zayne and sylus girlies are feeaaassttingg oh lawwwdd i am not ur strongest soldier i need them soooo baddd,NEGATIVE,0.9988221526145935
(⁠≧⁠▽⁠≦⁠),,POSITIVE,0.7481212019920349
BOOM SHAKALAKA!!,boom shakalaka,POSITIVE,0.996839165687561
OH YESSS ZAYNE,oh yesss zayne,POSITIVE,0.9962420463562012
"SnowCrow girlies is crashing out rn..
(That is me, i am the snowcrow girlies)",snowcrow girlies is crashing out rn that is me i am the snowcrow girlies,NEGATIVE,0.9921209812164307
"AAAAAAAAAAA

Zayne es tan: I AM DE STORM THERE IS APROACHING

PROVOOOOOKING

BLACK CLOUDS IN ISOLATION😩🤌🏻🔥🔥🔥🔥🔥🩵",aaaaaaaaaaa zayne es tan i am de storm there is aproaching provoooooking black clouds in isolationweary facepinched fingers light skin tonefirefirefirefirefirelight blue heart,POSITIVE,0.9465663433074951
OMG WHATTTTT,omg whattttt,NEGATIVE,0.9926146268844604
"Infold doesnt hold back does it? They just give and give and give... What incredible work, just astounding how much they put into this game, the characters, the story! So exciting.",infold doesnt hold back does it they just give and give and give what incredible work just astounding how much they put into this game the characters the story so exciting,POSITIVE,0.9996730089187622
CROWSNOW IS CANON🙂‍↕️‼️‼️‼️,crowsnow is canonhead shaking verticallydouble exclamation markdouble exclamation markdouble exclamation mark,NEGATIVE,0.9932399988174438
BYE SYLUS YOU'RE SO PEAK,bye sylus youre so peak,POSITIVE,0.9958623647689819
"PERO QUE INTENSO , ZAYNE SOSTENIENDO ESO AHHHHHH Y LA PERSECUCIÓN CON SYLUS!!!",pero que intenso zayne sosteniendo eso ahhhhhh y la persecución con sylus,NEGATIVE,0.9777297973632812
MAIN STORY!?!!LETS F*****G GO!!,main storylets fg go,POSITIVE,0.7226493954658508
THIS IS WHAT I WANT!!! THE ADVENTURE!!!! LETS GO GURLSSSS!!!! OUR MAN BRING US THE ADVENTURE!!!! WOHOOOOO!!!,this is what i want the adventure lets go gurlssss our man bring us the adventure wohooooo,POSITIVE,0.9949015378952026
What about my wallet 😢,what about my wallet crying face,NEGATIVE,0.997947633266449
UPDATE MAIN STORY??? OMGGG 😭,update main story omggg loudly crying face,NEGATIVE,0.9970880150794983
YESSSS! So excited for this!,yessss so excited for this,POSITIVE,0.9993364214897156
HELLO WJAT THE FUCK,hello wjat the fuck,POSITIVE,0.8602910041809082
HOLY MOLY WHAT!!!!!,holy moly what,POSITIVE,0.8525096774101257
WOAH WOAH WOAH WHAT IS THIS?? ✋️🤚 I DIDN'T SEE THIS COMING,woah woah woah what is this raised handraised back of hand i didnt see this coming,NEGATIVE,0.9940199851989746
heLLO⁉️⁉️⁉️⁉️⁉️⁉️⁉️⁉️,helloexclamation question markexclamation question markexclamation question markexclamation question markexclamation question markexclamation question markexclamation question markexclamation question mark,NEGATIVE,0.959184467792511
wait wait wait.. D-dawnbreaker?!,wait wait wait ddawnbreaker,NEGATIVE,0.9983313679695129
Dr. Zayne's hair fluttering in the wind is too beautiful...♡,dr zaynes hair fluttering in the wind is too beautiful,NEGATIVE,0.5911280512809753
OMG IS HAPPENING! EVERYBODY STAY CALM BECAUSE I AM NOT CALM FOR AT LEAST 20 PEOPLE! LET'S GOOOOOO <3,omg is happening everybody stay calm because i am not calm for at least 20 people lets goooooo 3,NEGATIVE,0.989028811454773
WOAHHHHH WAIT A MINUTE—,woahhhhh wait a minute,NEGATIVE,0.9982448816299438
Oh my god my eyes are blessed seeing dawnbreaker with a gun,oh my god my eyes are blessed seeing dawnbreaker with a gun,POSITIVE,0.9959155917167664
SNOWCROW CANON,snowcrow canon,POSITIVE,0.9973945617675781
"ABSOLUTELY INSANE .Y TWO MAINS LI WTH OMG😭
(both the reason I needed to swipe)",absolutely insane y two mains li wth omgloudly crying face both the reason i needed to swipe,NEGATIVE,0.9978187084197998
R u kidding me I can't play it cuz storage I'm so mad.,r u kidding me i cant play it cuz storage im so mad,NEGATIVE,0.997663140296936
Naon anj tiba tiba,naon anj tiba tiba,NEGATIVE,0.889523983001709
WOAH WOAH WOAH WOAH MAIN STORY UPDATE??????!!!!??????? THEY'RE SO FCKING COOLLLLLL OH MY GODDDDD,woah woah woah woah main story update theyre so fcking coollllll oh my goddddd,NEGATIVE,0.9862242937088013
OMGOMG SYLUS AND ZAYNE YESSSS!! THIS EATTSSSS IVE BEEN WAITING FOR THIS DAY,omgomg sylus and zayne yessss this eattssss ive been waiting for this day,NEGATIVE,0.9374353885650635
omg main story update with my two mains zayne and sylus?!?!?!?,omg main story update with my two mains zayne and sylus,POSITIVE,0.9256375432014465
Finally a main story update.,finally a main story update,POSITIVE,0.9463382363319397
Ughh I've needed something to make me like Sylus again after my ex-bsf made me hate him 🙂‍↕️🙏🙏 bless✨️,ughh ive needed something to make me like sylus again after my exbsf made me hate him head shaking verticallyfolded handsfolded hands blesssparkles,NEGATIVE,0.9950652718544006
I LITERALLY SCREAMED WHEN I SAW SYLUS IN THE CAR!!! 😱💀 I CANT!!! TAKE ALL MY MONEY!!! I DONT EVEN CARE IF ITS FREE!!! JUST TAKE IT PREEMPTIVELY!!,i literally screamed when i saw sylus in the car face screaming in fearskull i cant take all my money i dont even care if its free just take it preemptively,NEGATIVE,0.9993305206298828
This is so unreal,this is so unreal,NEGATIVE,0.9995357990264893
OMG STOP. IM AM IN TEARS. STOP.,omg stop im am in tears stop,NEGATIVE,0.9970322847366333
im deddd,im deddd,NEGATIVE,0.9755553007125854
BOTH OF THEM FOR THE MAIN STORY UPDATE?! PLS INFOLD WANTS ME DEAD!!!,both of them for the main story update pls infold wants me dead,NEGATIVE,0.9996557235717773
"Zayne with a gun!!! I repeat: ZAYNE with a GUN!!! ( ≧Д≦)
Aaannnd we got so much action! So excited!!(੭ुᐛ )੭ु⁾⁾",zayne with a gun i repeat zayne with a gun д aaannnd we got so much action so excited੭ᐛ ੭,NEGATIVE,0.9898327589035034
